t_ns,ch1_V,ch2_V,ch3_V
0,0.500000,1.500000,2.500000
11252299,0.500000,1.500000,2.500000
12871800,0.500000,1.500000,2.500000
14499100,0.500000,1.500000,2.500000
16042000,0.500000,1.500000,2.500000
17635399,0.500000,1.500000,2.500000
19190200,0.500000,1.500000,2.500000
25942700,0.500000,1.500000,2.500000
27496300,0.500000,1.500000,2.500000
32322200,0.500000,1.500000,2.500000
33739500,0.500000,1.500000,2.500000
35350500,0.500000,1.500000,2.500000
36988799,0.500000,1.500000,2.500000
41967299,0.500000,1.500000,2.500000
43546300,0.500000,1.500000,2.500000
46808500,0.500000,1.500000,2.500000
51535300,0.500000,1.500000,2.500000
52905700,0.500000,1.500000,2.500000
54580299,0.500000,1.500000,2.500000
57786100,0.500000,1.500000,2.500000
62151600,0.500000,1.500000,2.500000
68403900,0.500000,1.500000,2.500000
70774200,0.500000,1.500000,2.500000
78094500,0.500000,1.500000,2.500000
80490600,0.500000,1.500000,2.500000
82214300,0.500000,1.500000,2.500000
89658299,0.500000,1.500000,2.500000
91801900,0.500000,1.500000,2.500000
96625600,0.500000,1.500000,2.500000
103440999,0.500000,1.500000,2.500000
104757400,0.500000,1.500000,2.500000
107487000,0.500000,1.500000,2.500000
109802500,0.500000,1.500000,2.500000
111178899,0.500000,1.500000,2.500000
114160299,0.500000,1.500000,2.500000
115748200,0.500000,1.500000,2.500000
117667700,0.500000,1.500000,2.500000
119903600,0.500000,1.500000,2.500000
122926299,0.500000,1.500000,2.500000
134450600,0.500000,1.500000,2.500000
135564100,0.500000,1.500000,2.500000
137378600,0.500000,1.500000,2.500000
138840400,0.500000,1.500000,2.500000
140714600,0.500000,1.500000,2.500000
142906500,0.500000,1.500000,2.500000
147030500,0.500000,1.500000,2.500000
156445500,0.500000,1.500000,2.500000
157587000,0.500000,1.500000,2.500000
159219799,0.500000,1.500000,2.500000
160819700,0.500000,1.500000,2.500000
162323100,0.500000,1.500000,2.500000
166859900,0.500000,1.500000,2.500000
168455899,0.500000,1.500000,2.500000
169978300,0.500000,1.500000,2.500000
176063700,0.500000,1.500000,2.500000
179101100,0.500000,1.500000,2.500000
180358500,0.500000,1.500000,2.500000
184387699,0.500000,1.500000,2.500000
185784100,0.500000,1.500000,2.500000
188057999,0.500000,1.500000,2.500000
191841300,0.500000,1.500000,2.500000
202732900,0.500000,1.500000,2.500000
205123100,0.500000,1.500000,2.500000
206707000,0.500000,1.500000,2.500000
215634000,0.500000,1.500000,2.500000
217004000,0.500000,1.500000,2.500000
224486400,0.500000,1.500000,2.500000
225667999,0.500000,1.500000,2.500000
227687700,0.500000,1.500000,2.500000
229444500,0.500000,1.500000,2.500000
231617600,0.500000,1.500000,2.500000
236799199,0.500000,1.500000,2.500000
238176500,0.500000,1.500000,2.500000
240299299,0.500000,1.500000,2.500000
244432400,0.500000,1.500000,2.500000
247549200,0.500000,1.500000,2.500000
254504600,0.500000,1.500000,2.500000
257035000,0.500000,1.500000,2.500000
263435100,0.500000,1.500000,2.500000
264937799,0.500000,1.500000,2.500000
272358700,0.500000,1.500000,2.500000
274103299,0.500000,1.500000,2.500000
275422400,0.500000,1.500000,2.500000
278884200,0.500000,1.500000,2.500000
281131300,0.500000,1.500000,2.500000
285778700,0.500000,1.500000,2.500000
287297800,0.500000,1.500000,2.500000
289853900,0.500000,1.500000,2.500000
292166500,0.500000,1.500000,2.500000
295590000,0.500000,1.500000,2.500000
306337100,0.500000,1.500000,2.500000
307504800,0.500000,1.500000,2.500000
309791899,0.500000,1.500000,2.500000
311416399,0.500000,1.500000,2.500000
314080800,0.500000,1.500000,2.500000
318782599,0.500000,1.500000,2.500000
326566399,0.500000,1.500000,2.500000
330444999,0.500000,1.500000,2.500000
331693700,0.500000,1.500000,2.500000
333192900,0.500000,1.500000,2.500000
335175799,0.500000,1.500000,2.500000
340818299,0.500000,1.500000,2.500000
342454300,0.500000,1.500000,2.500000
348978699,0.500000,1.500000,2.500000
350415799,0.500000,1.500000,2.500000
353374900,0.500000,1.500000,2.500000
354497799,0.500000,1.500000,2.500000
356023700,0.500000,1.500000,2.500000
357649300,0.500000,1.500000,2.500000
359276800,0.500000,1.500000,2.500000
361259299,0.500000,1.500000,2.500000
362882900,0.500000,1.500000,2.500000
368182900,0.500000,1.500000,2.500000
369436699,0.500000,1.500000,2.500000
370959600,0.500000,1.500000,2.500000
372575699,0.500000,1.500000,2.500000
375103500,0.500000,1.500000,2.500000
378848500,0.500000,1.500000,2.500000
385125400,0.500000,1.500000,2.500000
386485399,0.500000,1.500000,2.500000
