t_ns,ch1_V,ch2_V,ch3_V
0,0.500000,1.500000,2.500000
3110800,0.500000,1.500000,2.500000
6698800,0.500000,1.500000,2.500000
9393100,0.500000,1.500000,2.500000
13235600,0.500000,1.500000,2.500000
14281300,0.500000,1.500000,2.500000
18049700,0.500000,1.500000,2.500000
20753100,0.500000,1.500000,2.500000
21804100,0.500000,1.500000,2.500000
23355900,0.500000,1.500000,2.500000
24889200,0.500000,1.500000,2.500000
27770300,0.500000,1.500000,2.500000
29009000,0.500000,1.500000,2.500000
34786600,0.500000,1.500000,2.500000
38115800,0.500000,1.500000,2.500000
39512300,0.500000,1.500000,2.500000
42662400,0.500000,1.500000,2.500000
46781600,0.500000,1.500000,2.500000
49538200,0.500000,1.500000,2.500000
50581900,0.500000,1.500000,2.500000
52152900,0.500000,1.500000,2.500000
53704400,0.500000,1.500000,2.500000
54746500,0.500000,1.500000,2.500000
56279399,0.500000,1.500000,2.500000
57929400,0.500000,1.500000,2.500000
59831900,0.500000,1.500000,2.500000
61703700,0.500000,1.500000,2.500000
63431400,0.500000,1.500000,2.500000
65751800,0.500000,1.500000,2.500000
67069500,0.500000,1.500000,2.500000
69399400,0.500000,1.500000,2.500000
70464600,0.500000,1.500000,2.500000
72870000,0.500000,1.500000,2.500000
75134000,0.500000,1.500000,2.500000
78919200,0.500000,1.500000,2.500000
83510100,0.500000,1.500000,2.500000
87193600,0.500000,1.500000,2.500000
90116100,0.500000,1.500000,2.500000
91186100,0.500000,1.500000,2.500000
92761800,0.500000,1.500000,2.500000
94420500,0.500000,1.500000,2.500000
96012800,0.500000,1.500000,2.500000
97560100,0.500000,1.500000,2.500000
99129500,0.500000,1.500000,2.500000
100677100,0.500000,1.500000,2.500000
102229800,0.500000,1.500000,2.500000
103775000,0.500000,1.500000,2.500000
105310700,0.500000,1.500000,2.500000
106857900,0.500000,1.500000,2.500000
108397900,0.500000,1.500000,2.500000
109486400,0.500000,1.500000,2.500000
111037100,0.500000,1.500000,2.500000
112598800,0.500000,1.500000,2.500000
114800499,0.500000,1.500000,2.500000
121884100,0.500000,1.500000,2.500000
126005199,0.500000,1.500000,2.500000
128563199,0.500000,1.500000,2.500000
131438600,0.500000,1.500000,2.500000
132991600,0.500000,1.500000,2.500000
134495300,0.500000,1.500000,2.500000
136025700,0.500000,1.500000,2.500000
137549900,0.500000,1.500000,2.500000
139087800,0.500000,1.500000,2.500000
140659500,0.500000,1.500000,2.500000
142206600,0.500000,1.500000,2.500000
143755700,0.500000,1.500000,2.500000
145325600,0.500000,1.500000,2.500000
146900100,0.500000,1.500000,2.500000
147964499,0.500000,1.500000,2.500000
149510800,0.500000,1.500000,2.500000
151072200,0.500000,1.500000,2.500000
152639800,0.500000,1.500000,2.500000
154170600,0.500000,1.500000,2.500000
155816800,0.500000,1.500000,2.500000
157504900,0.500000,1.500000,2.500000
159125199,0.500000,1.500000,2.500000
161000300,0.500000,1.500000,2.500000
162373200,0.500000,1.500000,2.500000
166132600,0.500000,1.500000,2.500000
170109900,0.500000,1.500000,2.500000
171738299,0.500000,1.500000,2.500000
173957099,0.500000,1.500000,2.500000
175481199,0.500000,1.500000,2.500000
176541400,0.500000,1.500000,2.500000
178081700,0.500000,1.500000,2.500000
179655100,0.500000,1.500000,2.500000
181548700,0.500000,1.500000,2.500000
183482800,0.500000,1.500000,2.500000
185156400,0.500000,1.500000,2.500000
186864700,0.500000,1.500000,2.500000
188282400,0.500000,1.500000,2.500000
189861600,0.500000,1.500000,2.500000
191784800,0.500000,1.500000,2.500000
193483300,0.500000,1.500000,2.500000
195094200,0.500000,1.500000,2.500000
196647400,0.500000,1.500000,2.500000
198370000,0.500000,1.500000,2.500000
200471800,0.500000,1.500000,2.500000
202242400,0.500000,1.500000,2.500000
203918500,0.500000,1.500000,2.500000
206390700,0.500000,1.500000,2.500000
207662100,0.500000,1.500000,2.500000
209873800,0.500000,1.500000,2.500000
212464500,0.500000,1.500000,2.500000
215281100,0.500000,1.500000,2.500000
217548000,0.500000,1.500000,2.500000
220077100,0.500000,1.500000,2.500000
221131000,0.500000,1.500000,2.500000
222990200,0.500000,1.500000,2.500000
224575500,0.500000,1.500000,2.500000
226536699,0.500000,1.500000,2.500000
227612500,0.500000,1.500000,2.500000
229243699,0.500000,1.500000,2.500000
230956400,0.500000,1.500000,2.500000
232983400,0.500000,1.500000,2.500000
235041900,0.500000,1.500000,2.500000
236622200,0.500000,1.500000,2.500000
238918500,0.500000,1.500000,2.500000
240062000,0.500000,1.500000,2.500000
241606000,0.500000,1.500000,2.500000
243153900,0.500000,1.500000,2.500000
244715300,0.500000,1.500000,2.500000
246325100,0.500000,1.500000,2.500000
247942300,0.500000,1.500000,2.500000
249888300,0.500000,1.500000,2.500000
251415800,0.500000,1.500000,2.500000
253419000,0.500000,1.500000,2.500000
254787000,0.500000,1.500000,2.500000
256744700,0.500000,1.500000,2.500000
262040600,0.500000,1.500000,2.500000
263236000,0.500000,1.500000,2.500000
271820600,0.500000,1.500000,2.500000
272974700,0.500000,1.500000,2.500000
277695400,0.500000,1.500000,2.500000
282085200,0.500000,1.500000,2.500000
283278599,0.500000,1.500000,2.500000
285194200,0.500000,1.500000,2.500000
287168400,0.500000,1.500000,2.500000
289165200,0.500000,1.500000,2.500000
291067800,0.500000,1.500000,2.500000
293086600,0.500000,1.500000,2.500000
295100600,0.500000,1.500000,2.500000
297383200,0.500000,1.500000,2.500000
300524000,0.500000,1.500000,2.500000
302449900,0.500000,1.500000,2.500000
304630600,0.500000,1.500000,2.500000
308296000,0.500000,1.500000,2.500000
316005400,0.500000,1.500000,2.500000
317599600,0.500000,1.500000,2.500000
325315300,0.500000,1.500000,2.500000
326693300,0.500000,1.500000,2.500000
331239700,0.500000,1.500000,2.500000
332891100,0.500000,1.500000,2.500000
335370300,0.500000,1.500000,2.500000
336520100,0.500000,1.500000,2.500000
338090200,0.500000,1.500000,2.500000
339771600,0.500000,1.500000,2.500000
342074899,0.500000,1.500000,2.500000
344304000,0.500000,1.500000,2.500000
353118800,0.500000,1.500000,2.500000
354345700,0.500000,1.500000,2.500000
356079000,0.500000,1.500000,2.500000
358555400,0.500000,1.500000,2.500000
362862800,0.500000,1.500000,2.500000
369510300,0.500000,1.500000,2.500000
375501700,0.500000,1.500000,2.500000
376626100,0.500000,1.500000,2.500000
382297900,0.500000,1.500000,2.500000
386947300,0.500000,1.500000,2.500000
388261700,0.500000,1.500000,2.500000
391082699,0.500000,1.500000,2.500000
394796400,0.500000,1.500000,2.500000
395864900,0.500000,1.500000,2.500000
398501000,0.500000,1.500000,2.500000
